public_essay_id,split,language,rater_score,rater_cefr_level,rater_pass_fail,automarker_score,automarker_confidence,automarker_cefr_level,automarker_pass_fail
essay_8a6b252611a6455c,test,German,4,B1,fail,3.138,0.886464,A2,fail
essay_5b8c3a9d1a4f4e51,test,French,3,A2,fail,3.559,0.86126,B1,fail
essay_6ccd775434024731,test,English,3,A2,fail,3.277,0.748905,A2,fail
essay_0ee450a6827e4873,test,French,5,B1,pass,4.433,0.5,B1,fail
essay_0e784c23fa7f48d4,test,Italian,2,A2,fail,2.764,0.752585,A2,fail
essay_b12778fb79b64e03,test,French,3,A2,fail,2.568,0.874006,A2,fail
essay_6ee9086e8b394284,test,Polish,6,B1,pass,5.598,0.712025,B1,pass
essay_0669a17e335548cc,test,Dutch,9,C1,pass,7.654,0.92438,B2,pass
essay_e73808c626244ecd,test,Dutch,5,B1,pass,5.514,0.703414,B1,pass
essay_aed5037615a24aa3,test,English,2,A2,fail,2.667,0.810812,A2,fail
essay_f5025bf8f4b64809,test,Italian,2,A2,fail,1.0,0.5,A2,fail
essay_bda398f8ee304771,test,Greek,4,B1,fail,3.951,0.685588,B1,fail
essay_a796eccb623c4bbf,test,Dutch,7,B2,pass,7.885,0.585062,B2,pass
essay_c23ed877ed55468e,test,Romanian,3,A2,fail,3.367,0.991428,A2,fail
essay_d28809875c4d424d,test,Dutch,3,A2,fail,2.704,0.935296,A2,fail
essay_ca564c67be444b69,test,Italian,8,B2,pass,7.643,0.681795,B2,pass
essay_132933b426e3436d,test,Portuguese,3,A2,fail,3.115,0.921932,A2,fail
essay_1497915f311744e2,test,Greek,4,B1,fail,3.937,0.750433,B1,fail
essay_9e53527743cf43a4,test,Italian,2,A2,fail,2.028,0.66042,A2,fail
essay_305d1fa62eab4265,test,Dutch,6,B1,pass,7.474,0.79393,B2,pass
essay_c13af4ed6ebd4f30,test,English,3,A2,fail,3.953,0.904462,B1,fail
essay_a94b13e581a34e6d,test,French,4,B1,fail,3.743,0.5,B1,fail
essay_5cabfe8bca9242d7,test,Turkish,1,A2,fail,1.551,0.954034,A2,fail
essay_2dd9a9746487412c,test,English,6,B1,pass,5.78,0.891513,B1,pass
essay_8607bc3151ce4c19,test,Polish,6,B1,pass,6.76,0.779896,B2,pass
essay_a68aec4c83284507,test,French,5,B1,pass,5.48,0.930424,B1,pass
essay_d6e5f8c63a254bff,test,English,9,C1,pass,9.671,0.60222,C1,pass
essay_99a46f8d8b3a42b5,test,Polish,7,B2,pass,8.901,0.852256,C1,pass
essay_deb2ce29b3b94b11,test,German,3,A2,fail,2.347,0.872281,A2,fail
essay_48589b76d2ec4b00,test,Turkish,1,A2,fail,1.0,0.789561,A2,fail
essay_74ad3de1366e470d,test,Romanian,2,A2,fail,1.385,0.79308,A2,fail
essay_55b08d8d82ab40c3,test,Greek,8,B2,pass,7.869,0.72743,B2,pass
essay_52af300523b64547,test,German,9,C1,pass,8.832,0.812913,C1,pass
essay_171a2503642d4295,test,Dutch,3,A2,fail,3.207,0.912695,A2,fail
essay_5b8927eda9144b3a,test,Greek,6,B1,pass,6.362,0.708152,B1,pass
essay_e473de2981e74cf6,test,Hindi,7,B2,pass,6.451,0.985416,B1,pass
essay_7b3cceca492344d2,test,English,9,C1,pass,9.733,0.878276,C1,pass
essay_53e3a12435864ebd,test,English,7,B2,pass,8.118,0.882658,B2,pass
essay_1518ac660d9b4308,test,Hindi,9,C1,pass,7.671,0.753962,B2,pass
essay_3dd920c7793347fc,test,French,9,C1,pass,8.922,0.937588,C1,pass
essay_f0198f644e6f4ba2,test,Italian,5,B1,pass,5.044,0.644144,B1,pass
essay_c2129babbf5f47c6,test,English,2,A2,fail,1.0,0.983698,A2,fail
essay_2fb157c6d2e34c28,test,Dutch,5,B1,pass,4.194,0.858558,B1,fail
essay_aa0b55eb510e4940,test,Dutch,4,B1,fail,2.885,0.978037,A2,fail
essay_ab857947765e4b32,test,Greek,5,B1,pass,3.549,0.87238,B1,fail
essay_4b40c7b02cb7464e,test,German,5,B1,pass,2.376,0.705036,A2,fail
essay_63a8fa8e8f924a43,test,Hindi,1,A2,fail,1.0,0.656611,A2,fail
essay_982c8eb2dd024386,test,Polish,6,B1,pass,4.82,0.897381,B1,fail
essay_804f7705ef20420c,test,English,3,A2,fail,3.03,0.541162,A2,fail
essay_a1effe85a97f400f,test,German,1,A2,fail,1.0,0.652427,A2,fail
essay_7302fc3117b64dd3,test,Spanish,4,B1,fail,4.292,0.96112,B1,fail
essay_7a422e3c23e24f57,test,Portuguese,5,B1,pass,5.497,0.899049,B1,pass
essay_939c73cab8084538,test,Turkish,6,B1,pass,6.468,0.87125,B1,pass
essay_e4f57c3bac2540f2,test,Hindi,4,B1,fail,3.476,0.794393,A2,fail
essay_61bb718eba3a445d,test,Romanian,4,B1,fail,4.654,0.659936,B1,fail
essay_595634ed8ab14c6d,test,German,1,A2,fail,1.0,0.915548,A2,fail
essay_30e83201b27947fa,test,Polish,5,B1,pass,5.674,0.751646,B1,pass
essay_33c3cf1ad3ad40ee,test,Romanian,4,B1,fail,3.893,0.5,B1,fail
essay_06d433f1451b4387,test,Spanish,3,A2,fail,3.594,0.5,B1,fail
essay_91c0ca1e0ffc4679,test,English,6,B1,pass,5.759,0.867441,B1,pass
essay_c32112dd48b64517,test,Italian,9,C1,pass,8.106,0.569094,B2,pass
essay_8d121691b8e44d11,test,Hindi,7,B2,pass,7.513,0.842653,B2,pass
essay_686bbdd0aa7c4f4d,test,Greek,8,B2,pass,8.181,0.841073,B2,pass
essay_7b4e294eee90468a,test,Spanish,4,B1,fail,3.127,0.767297,A2,fail
essay_ddf261c67be14bd7,test,German,2,A2,fail,2.391,0.900826,A2,fail
essay_cba4b3d5bc924714,test,Spanish,2,A2,fail,2.628,0.886161,A2,fail
essay_b2dbb9366fc5452d,test,Romanian,7,B2,pass,5.407,0.525475,B1,pass
essay_3e6f8b97ad624937,test,Hindi,5,B1,pass,5.28,0.922959,B1,pass
essay_2346eaf1e5ad4d7e,test,Greek,4,B1,fail,3.351,0.691117,A2,fail
essay_bd79e545766b49c7,test,Turkish,8,B2,pass,7.026,0.912475,B2,pass
essay_b1d01aa74cab4095,test,Hindi,2,A2,fail,3.557,0.929251,B1,fail
essay_b15ee0f65b3546ee,test,Turkish,9,C1,pass,9.0,0.647264,C1,pass
essay_ded95cbb48d84a08,test,Greek,2,A2,fail,1.0,0.658292,A2,fail
essay_7fbc8f178f1d4f0c,test,Hindi,9,C1,pass,7.654,0.538578,B2,pass
essay_4323b0a5dfcf484e,test,German,3,A2,fail,2.336,0.657134,A2,fail
essay_6b41d1856146485a,test,English,7,B2,pass,4.561,0.705827,B1,fail
essay_a6a8caa082eb4716,test,Greek,1,A2,fail,1.0,0.810557,A2,fail
essay_ee44644dd8d0425a,test,Hindi,9,C1,pass,9.203,0.799551,C1,pass
essay_01d492443b3441d4,test,Italian,9,C1,pass,8.55,0.719725,C1,pass
essay_40beb453c3784283,test,Italian,9,C1,pass,10.0,0.669825,C1,pass
essay_59b7c1254df64fd0,test,Polish,8,B2,pass,6.861,0.800199,B2,pass
essay_2139b01152174cd2,test,Hindi,9,C1,pass,9.376,0.519251,C1,pass
essay_52ec18b62aff4058,test,Romanian,8,B2,pass,6.631,0.969261,B2,pass
essay_933121f863874366,test,Italian,9,C1,pass,9.514,0.799522,C1,pass
essay_e3145da6695f482c,test,German,6,B1,pass,5.365,0.915145,B1,pass
essay_6f73727cb9434cc6,test,French,1,A2,fail,1.0,0.622444,A2,fail
essay_af90ba8f26334bd0,test,Romanian,1,A2,fail,1.0,0.827011,A2,fail
essay_8a512cf2e8674b93,test,Hindi,9,C1,pass,8.646,0.578096,C1,pass
essay_58f430731a454ee4,test,German,4,B1,fail,3.258,0.59955,A2,fail
essay_437dea0833194f6d,test,Italian,7,B2,pass,7.356,0.801725,B2,pass
essay_7f5b8dec9d444b03,test,French,6,B1,pass,7.153,0.800862,B2,pass
essay_cc9cf8914b064ea6,test,Italian,7,B2,pass,7.849,0.970768,B2,pass
essay_e93a5aef20e948dd,test,Dutch,6,B1,pass,4.74,0.687431,B1,fail
essay_45886e7ebbf64d33,test,Greek,3,A2,fail,2.006,0.869518,A2,fail
essay_5bc87f54fe77434e,test,Greek,1,A2,fail,1.639,0.616974,A2,fail
essay_2f067b0fc1ed4f51,test,Turkish,2,A2,fail,1.924,0.803635,A2,fail
essay_0fa0fff3eb2f48d9,test,Polish,8,B2,pass,6.392,0.881463,B1,pass
essay_13c2833935b545e1,test,French,6,B1,pass,6.225,0.581695,B1,pass
essay_b7ce5209005b4d57,test,German,3,A2,fail,2.799,0.764944,A2,fail
essay_497c3d2282f34f38,test,Spanish,4,B1,fail,4.589,0.534156,B1,fail
essay_32170b85841b4e30,test,Spanish,7,B2,pass,6.178,0.816082,B1,pass
essay_698c29a457fe43db,test,Romanian,8,B2,pass,7.878,0.942611,B2,pass
essay_e20046afd06340a1,test,Turkish,1,A2,fail,2.486,0.690477,A2,fail
essay_96dcdc8ff0e140cc,test,Dutch,5,B1,pass,5.417,0.557259,B1,pass
essay_eb103662afde4a39,test,Spanish,8,B2,pass,7.392,0.730213,B2,pass
essay_024f92bf0b9a455a,test,Romanian,4,B1,fail,3.782,0.932173,B1,fail
essay_b0e54124593b46ef,test,Italian,3,A2,fail,1.397,0.885387,A2,fail
essay_3fb01e1f16a04cbb,test,Romanian,4,B1,fail,5.245,0.766789,B1,pass
essay_cafb44067eaf4cf7,test,Dutch,6,B1,pass,6.746,0.649165,B2,pass
essay_7d7d20bfcfd745f2,test,Polish,8,B2,pass,8.549,0.967205,C1,pass
essay_05f0bdba1b5e46fc,test,French,7,B2,pass,5.67,0.588403,B1,pass
essay_b273691a9d274f9c,test,Turkish,4,B1,fail,2.549,0.8743,A2,fail
essay_fab2b5647a96433f,test,Polish,9,C1,pass,7.974,0.841475,B2,pass
essay_4b5fed19f28d43b1,test,Portuguese,8,B2,pass,8.899,0.839517,C1,pass
essay_8b69837d70f64094,test,Turkish,5,B1,pass,6.31,0.963572,B1,pass
essay_68a7fe6315314513,test,Hindi,9,C1,pass,8.324,0.89749,B2,pass
essay_68cbf340a706455d,test,Portuguese,3,A2,fail,1.977,0.896566,A2,fail
essay_59055750a0c94498,test,Greek,9,C1,pass,8.748,0.716818,C1,pass
essay_b680764a73f24435,test,German,9,C1,pass,8.019,0.877724,B2,pass
essay_b94430281dfb43ec,test,Polish,8,B2,pass,8.254,0.972339,B2,pass
essay_002414002bce49b3,test,Portuguese,2,A2,fail,1.0,0.621431,A2,fail
essay_8e6f0037f9934cd4,test,Greek,9,C1,pass,9.475,0.761805,C1,pass
essay_48cca9f6e82749f5,test,Romanian,9,C1,pass,7.941,0.719333,B2,pass
essay_d7db1ac3b3cd4666,test,Portuguese,6,B1,pass,6.23,0.883659,B1,pass
essay_18cf462d451f4e54,test,Italian,9,C1,pass,9.677,0.89432,C1,pass
essay_cb8bd81dbef34efa,test,Spanish,1,A2,fail,1.458,0.997748,A2,fail
essay_f39c626e0f994072,test,Italian,4,B1,fail,3.925,0.788192,B1,fail
essay_40622b2a24fc4d1d,test,Romanian,1,A2,fail,1.0,0.702963,A2,fail
essay_4f9d6ba7fdd14a4f,test,Italian,1,A2,fail,1.575,0.5,A2,fail
essay_d98a175bc9704167,test,Portuguese,8,B2,pass,8.492,0.903318,B2,pass
essay_879058a5a4984035,test,Hindi,4,B1,fail,3.72,0.668453,B1,fail
essay_8289646826f745c3,test,Hindi,9,C1,pass,8.351,0.683685,B2,pass
essay_871a1edfc66244aa,test,Turkish,2,A2,fail,2.261,0.826551,A2,fail
essay_ba86f484fbac4c40,test,Hindi,5,B1,pass,3.971,0.5,B1,fail
essay_99090789e230478d,test,Italian,6,B1,pass,5.132,0.926439,B1,pass
essay_277e001e14ac4d0a,test,Greek,6,B1,pass,5.568,0.762261,B1,pass
essay_c3ab284255b744ea,test,Greek,7,B2,pass,7.502,0.942347,B2,pass
essay_7e556f087f154f31,test,Hindi,8,B2,pass,7.493,0.613749,B2,pass
essay_d1156389da754969,test,Spanish,6,B1,pass,5.242,0.821298,B1,pass
essay_436683783e524ec8,test,Spanish,4,B1,fail,2.154,0.859086,A2,fail
essay_657043fb0ddb4077,test,Greek,2,A2,fail,1.337,0.964866,A2,fail
essay_45c9810beba84f03,test,Greek,7,B2,pass,6.883,0.879697,B2,pass
essay_b35a84b808d44b38,test,Greek,5,B1,pass,4.909,0.9549,B1,fail
essay_d1e4cbd741294260,test,Polish,9,C1,pass,7.352,0.5,B2,pass
essay_1d4050d2bfc64262,test,Romanian,3,A2,fail,2.022,0.7387,A2,fail
essay_e0891fd05ba14813,test,English,9,C1,pass,9.142,0.746735,C1,pass
essay_dcb34369f88c405e,test,Portuguese,4,B1,fail,4.723,0.646297,B1,fail
essay_0142f757ec4b4c31,test,French,6,B1,pass,5.136,0.809165,B1,pass
essay_1a095406695c4213,test,Portuguese,9,C1,pass,9.826,0.968114,C1,pass
essay_3e12d8ca7166499c,test,Turkish,8,B2,pass,9.059,0.936193,C1,pass
essay_53d1657e005d49d9,test,Italian,1,A2,fail,1.0,0.709129,A2,fail
essay_0ce7fe28e0b34013,test,Portuguese,6,B1,pass,5.866,0.61488,B1,pass
essay_b05a648566aa47c0,test,Spanish,7,B2,pass,8.326,0.545971,B2,pass
essay_bbaf7e00d60340d3,test,Spanish,9,C1,pass,9.598,0.820383,C1,pass
essay_23c36d62a6514d26,test,Romanian,6,B1,pass,7.363,0.732268,B2,pass
essay_d224adaef19742bb,test,Spanish,4,B1,fail,2.226,0.5,A2,fail
essay_a100e6b4c2ea4919,test,Hindi,1,A2,fail,1.0,0.93813,A2,fail
essay_12879b87f5a745fe,test,Hindi,5,B1,pass,4.508,0.72743,B1,fail
essay_369597a09e474113,test,Romanian,4,B1,fail,2.992,0.5,A2,fail
essay_ae6f2c2a57214ad3,test,Portuguese,4,B1,fail,5.245,0.789668,B1,pass
essay_55820f32dc7344a2,test,Turkish,5,B1,pass,3.854,0.710617,B1,fail
essay_5343771e83ba4b17,test,English,3,A2,fail,2.149,0.884862,A2,fail
essay_21ac2912d4e647ed,test,Greek,6,B1,pass,3.926,0.976339,B1,fail
essay_f086a32d212c421f,test,German,4,B1,fail,3.583,0.758496,B1,fail
essay_9839c4a4f9254728,test,German,1,A2,fail,2.745,0.648589,A2,fail
essay_e12f95b327424354,test,Spanish,2,A2,fail,1.119,0.876989,A2,fail
essay_b12f4ec50647419b,test,Romanian,6,B1,pass,5.133,0.628792,B1,pass
essay_538f92d61ec5499e,test,Portuguese,1,A2,fail,1.038,0.875487,A2,fail
essay_ee7e1575a49949e0,test,Hindi,6,B1,pass,4.703,0.761955,B1,fail
essay_b64f53a403a14b21,test,Polish,5,B1,pass,4.664,0.890723,B1,fail
essay_0fd28305422c4210,test,Romanian,1,A2,fail,1.651,0.778125,A2,fail
essay_0634bd39818947fa,test,Dutch,1,A2,fail,1.419,0.882383,A2,fail
essay_e1b51253c34d45ec,test,English,9,C1,pass,9.364,0.71592,C1,pass
essay_18c293820e924584,test,Greek,6,B1,pass,5.947,0.894249,B1,pass
essay_ab9fef6ec3524714,test,Polish,2,A2,fail,3.43,0.89661,A2,fail
essay_f957fc874d784187,test,Romanian,6,B1,pass,5.327,0.995043,B1,pass
essay_59b10bdb94824334,test,Italian,9,C1,pass,8.963,0.911932,C1,pass
essay_64117cf5cb1c440c,test,Portuguese,8,B2,pass,7.906,0.873575,B2,pass
essay_a3267ad714524b78,test,Greek,2,A2,fail,1.791,0.848539,A2,fail
essay_36e7f0e7b4364daa,test,French,9,C1,pass,9.668,0.5,C1,pass
essay_84a1869ba17f4387,test,German,7,B2,pass,8.126,0.761632,B2,pass
essay_6c283eb16444400a,test,German,9,C1,pass,8.082,0.945886,B2,pass
essay_cdf0682bd0fe47c3,test,French,3,A2,fail,4.469,0.504665,B1,fail
essay_504bd43e2c854f98,test,Dutch,6,B1,pass,6.256,0.98678,B1,pass
essay_f3e5683734c54c96,test,Italian,2,A2,fail,2.851,0.908789,A2,fail
essay_1dea48263dd04af8,test,Romanian,2,A2,fail,3.519,0.707477,B1,fail
essay_43dd60d77d0d49aa,test,English,3,A2,fail,3.172,0.924431,A2,fail
essay_759c8bc8ad5048b5,test,Italian,4,B1,fail,3.39,0.769357,A2,fail
essay_f9b67243dc6e42f0,test,Dutch,8,B2,pass,8.26,0.829949,B2,pass
essay_c85d054bd8264493,test,Romanian,6,B1,pass,5.934,0.879312,B1,pass
essay_8264e1deb64c4ca5,test,Hindi,2,A2,fail,1.645,0.668071,A2,fail
essay_9ff99596889646ba,test,Spanish,6,B1,pass,6.104,0.866424,B1,pass
essay_09a2b6fa980543f8,test,Romanian,6,B1,pass,7.161,0.892319,B2,pass
essay_92bf629cffd64ec1,test,French,5,B1,pass,4.756,0.608131,B1,fail
essay_ecf069a056964b82,test,Romanian,3,A2,fail,3.24,0.827797,A2,fail
essay_a5e761b6d9c54e05,test,Polish,3,A2,fail,1.891,0.819357,A2,fail
essay_a0ed811761f14260,test,German,3,A2,fail,4.769,0.672382,B1,fail
essay_6ac0c61963874f62,test,Spanish,2,A2,fail,1.0,0.735426,A2,fail
essay_0649feb3ce2c4cdd,test,Greek,2,A2,fail,2.885,0.894726,A2,fail
essay_4c5de9fcf1cb4da5,test,Spanish,5,B1,pass,5.157,0.743727,B1,pass
essay_62b4399337a345bc,test,Polish,7,B2,pass,6.251,0.608571,B1,pass
essay_0c945972b51f480c,test,Dutch,1,A2,fail,1.0,0.748716,A2,fail
essay_f9a4793223144096,test,Romanian,8,B2,pass,9.331,0.5,C1,pass
essay_14e86a273eec4165,test,French,5,B1,pass,5.445,0.904554,B1,pass
essay_114fa15ff63a41f6,test,Turkish,4,B1,fail,4.249,0.858415,B1,fail
essay_92f27db5e1774220,test,Spanish,4,B1,fail,4.81,0.612339,B1,fail
essay_5ce815283d6141af,test,Turkish,5,B1,pass,5.001,0.790011,B1,pass
essay_f6bf37073fd847f4,test,Romanian,5,B1,pass,5.253,0.690783,B1,pass
essay_7b8f4f4bed5e42d2,test,Hindi,4,B1,fail,3.88,0.976102,B1,fail
essay_14680ece2c0c4a89,test,Turkish,3,A2,fail,4.434,0.831076,B1,fail
essay_77b3efb9e53545fe,test,Dutch,8,B2,pass,6.728,0.717995,B2,pass
essay_8d69db3c1e0249bb,test,Portuguese,8,B2,pass,7.551,0.760096,B2,pass
essay_d897156d15c34146,test,Romanian,6,B1,pass,7.501,0.556744,B2,pass
essay_261a7a8e12a04495,test,Hindi,7,B2,pass,6.919,0.912174,B2,pass
essay_312cc00be2f04375,test,Greek,2,A2,fail,1.0,0.785072,A2,fail
essay_c8e784cad6d548a7,test,French,7,B2,pass,6.721,0.619433,B2,pass
essay_d4ffb9f3f3084a9d,test,English,6,B1,pass,5.925,0.586849,B1,pass
essay_ccdddfaf5b6e406a,test,Spanish,7,B2,pass,6.286,0.885142,B1,pass
essay_23a1f5b728d34951,test,Portuguese,6,B1,pass,7.345,0.96813,B2,pass
essay_dd9ff598acc04a11,test,Spanish,6,B1,pass,6.233,0.642464,B1,pass
essay_fd9c37acf38c4b3e,test,French,6,B1,pass,5.804,0.737159,B1,pass
essay_52453d9fffb34c9d,test,German,3,A2,fail,4.238,0.5,B1,fail
essay_949c0ab8091a4db6,test,Turkish,4,B1,fail,6.267,0.659151,B1,pass
essay_d8af0704d10445fe,test,Spanish,1,A2,fail,1.0,0.79755,A2,fail
essay_fd7fd85a9b31418a,test,Romanian,7,B2,pass,7.575,0.647655,B2,pass
essay_540c8f686fcf4048,test,English,7,B2,pass,6.827,0.549692,B2,pass
essay_6eaebb3d26084fa3,test,Portuguese,7,B2,pass,6.718,0.55244,B2,pass
essay_b987ba0b8e654959,test,Romanian,5,B1,pass,2.916,0.982909,A2,fail
essay_955419f49f384499,test,French,1,A2,fail,1.0,0.796968,A2,fail
essay_09f0315535a4428e,test,Turkish,1,A2,fail,1.0,0.550235,A2,fail
essay_da60f30bb8a04919,test,Spanish,5,B1,pass,5.864,0.833167,B1,pass
essay_7e1d1cdefcdb4e5a,test,Hindi,5,B1,pass,4.568,0.935035,B1,fail
essay_13fca254f94748a8,test,German,5,B1,pass,3.359,0.769162,A2,fail
essay_ddf3cc56e0e34b90,test,Portuguese,1,A2,fail,1.0,0.637126,A2,fail
essay_247f603acea44fd5,test,Italian,6,B1,pass,7.66,0.879282,B2,pass
essay_b118eba10fe64258,test,French,1,A2,fail,1.876,0.961889,A2,fail
essay_92bcd164227b4c3e,test,Polish,1,A2,fail,1.0,0.81893,A2,fail
essay_f06c4ea876df4978,test,German,6,B1,pass,6.324,0.701218,B1,pass
essay_96ffb5dc318a4099,test,Hindi,8,B2,pass,8.485,0.929951,B2,pass
essay_f542113d5e844eac,test,German,3,A2,fail,2.051,0.914011,A2,fail
essay_3e88afc17fcf4968,test,French,1,A2,fail,1.594,0.924667,A2,fail
essay_2faf63deff4b4051,test,French,4,B1,fail,4.229,0.991554,B1,fail
essay_066a7e32255945ae,test,Italian,9,C1,pass,8.931,0.843523,C1,pass
essay_786cca18620940e6,test,Greek,4,B1,fail,3.088,0.522504,A2,fail
essay_1e82e8ea10b34466,test,Dutch,9,C1,pass,9.22,0.923426,C1,pass
essay_3da81e96a46a4825,test,Italian,5,B1,pass,6.516,0.783207,B2,pass
essay_28456a4ab22b4815,test,Greek,8,B2,pass,10.0,0.84349,C1,pass
essay_f52b8ca0784c49a4,test,Dutch,9,C1,pass,8.425,0.762028,B2,pass
essay_78312925a0ab4105,test,Greek,5,B1,pass,4.532,0.523864,B1,fail
essay_96b9dd768f3b44dc,test,English,5,B1,pass,4.747,0.874739,B1,fail
essay_56f1045a723548b2,test,Spanish,6,B1,pass,6.42,0.5,B1,pass
essay_32500436da814b98,test,Hindi,1,A2,fail,1.0,0.837082,A2,fail
essay_7b3cee39ab5f4eb9,test,Turkish,1,A2,fail,2.837,0.866775,A2,fail
essay_c0d78e79d45744e6,test,Italian,2,A2,fail,1.178,0.73612,A2,fail
essay_b802978551b0441b,test,Dutch,7,B2,pass,8.55,0.643144,C1,pass
essay_cc59afa174994255,test,Polish,3,A2,fail,4.346,0.901018,B1,fail
essay_ea4bfd5268d9457c,test,Spanish,1,A2,fail,2.596,0.972599,A2,fail
essay_4bd2da83969f4be9,test,Romanian,4,B1,fail,4.3,0.753373,B1,fail
essay_a75c3f9617b04d7f,test,Polish,2,A2,fail,1.0,0.772226,A2,fail
essay_54f028ac12794622,test,Dutch,3,A2,fail,2.744,0.843932,A2,fail
essay_a96ce38cd8e44164,test,Portuguese,6,B1,pass,7.99,0.711168,B2,pass
essay_edcf301d86804474,test,Hindi,5,B1,pass,5.553,0.810539,B1,pass
essay_5443f00347644002,test,German,2,A2,fail,2.306,0.660207,A2,fail
essay_b54dae4b818e450f,test,Italian,3,A2,fail,3.203,0.719319,A2,fail
essay_83b2ca252beb4a23,test,Spanish,1,A2,fail,1.0,0.707687,A2,fail
essay_533e5c77bcf9443f,test,German,3,A2,fail,2.526,0.843889,A2,fail
essay_a5c37c95348a46ac,test,Polish,3,A2,fail,2.803,0.835921,A2,fail
essay_d971fda0df804194,test,Hindi,9,C1,pass,7.945,0.5,B2,pass
essay_56796b2b2dec4537,test,French,3,A2,fail,1.867,0.753651,A2,fail
essay_79dd171970f54598,test,English,2,A2,fail,1.642,0.5,A2,fail
essay_63c93873661c410c,test,French,6,B1,pass,5.309,0.947997,B1,pass
essay_22161dd2a6ba4f39,test,Hindi,6,B1,pass,7.412,0.537962,B2,pass
essay_e771c5e3c44e4147,test,Portuguese,7,B2,pass,7.04,0.731134,B2,pass
essay_dd64a3f388cf48da,test,Hindi,1,A2,fail,1.0,0.902351,A2,fail
essay_1010fcaf547c465e,test,Italian,6,B1,pass,6.842,0.654945,B2,pass
essay_1859bf54146a4df2,test,Dutch,5,B1,pass,4.225,0.505864,B1,fail
essay_212bee36d14c470a,test,Portuguese,5,B1,pass,5.608,0.896442,B1,pass
essay_734c34e4ec1948c0,test,English,6,B1,pass,5.305,0.80745,B1,pass
essay_ae013cf78bc0480f,test,Italian,3,A2,fail,2.054,0.76963,A2,fail
essay_09577eec93f24bc0,test,Turkish,4,B1,fail,3.674,0.811738,B1,fail
essay_f57b0e508d30444f,test,Polish,4,B1,fail,4.468,0.906627,B1,fail
essay_28a85ed4e4ce47e1,test,Polish,4,B1,fail,3.534,0.606015,B1,fail
essay_c7317f486e6f4d97,test,Portuguese,5,B1,pass,4.633,0.699248,B1,fail
essay_31c279073d584f62,test,Dutch,7,B2,pass,8.106,0.750396,B2,pass
essay_beb70b093ab6401d,test,Romanian,4,B1,fail,4.556,0.963541,B1,fail
essay_400f4ec5c2d047f3,test,Portuguese,5,B1,pass,1.761,0.579607,A2,fail
essay_103c5a60d1984427,test,Greek,8,B2,pass,8.684,0.596123,C1,pass
essay_5f1b4cc178cf48db,test,Dutch,6,B1,pass,7.311,0.931234,B2,pass
essay_b9ccd85777ac40b5,test,Polish,9,C1,pass,7.406,0.881904,B2,pass
essay_69c440969a67406e,test,Hindi,4,B1,fail,3.696,0.89201,B1,fail
essay_0aaf8a2bb6ee4a4b,test,Turkish,6,B1,pass,7.007,0.5,B2,pass
essay_ac67edb4222e44c9,test,English,5,B1,pass,6.951,0.5,B2,pass
essay_8425befb136445fd,test,French,8,B2,pass,8.881,0.976403,C1,pass
essay_f714ab8d51e94046,test,Dutch,4,B1,fail,4.874,0.751586,B1,fail
essay_b1ffe58accaa42f9,test,Dutch,5,B1,pass,6.187,0.743726,B1,pass
essay_5e3df431422e4c4d,test,Greek,7,B2,pass,5.754,0.846909,B1,pass
essay_fbe4be4c93174295,test,Polish,2,A2,fail,2.683,0.913536,A2,fail
essay_6a61a90019294f6d,test,Spanish,5,B1,pass,3.937,0.5,B1,fail
essay_31e3b35e1e944494,test,Romanian,7,B2,pass,8.332,0.884584,B2,pass
essay_32eaf11e33094c76,test,Greek,7,B2,pass,5.654,0.743962,B1,pass
essay_afe264259b70402d,test,Polish,4,B1,fail,5.277,0.917685,B1,pass
essay_b8e5085aee834403,test,German,6,B1,pass,4.367,0.805028,B1,fail
essay_a27ac310e62749f3,test,Spanish,5,B1,pass,6.732,0.775416,B2,pass
essay_8f48704d791649aa,test,Turkish,6,B1,pass,6.362,0.832488,B1,pass
essay_d50f7171d7e444c8,test,Portuguese,4,B1,fail,5.445,0.753913,B1,pass
essay_576d338074b34bac,test,Italian,3,A2,fail,1.497,0.954604,A2,fail
essay_32aaed9d3a144837,test,French,3,A2,fail,2.249,0.737434,A2,fail
essay_80cc7a49848f41f5,test,Greek,3,A2,fail,2.82,0.536185,A2,fail
essay_1ae40f137ea1488c,test,Dutch,1,A2,fail,1.039,0.680569,A2,fail
essay_5635b24678b2427a,test,Hindi,3,A2,fail,3.749,0.795024,B1,fail
essay_00a62f178a514ad8,test,Turkish,9,C1,pass,9.096,0.948695,C1,pass
essay_e4a3125619e54b97,test,German,9,C1,pass,10.0,0.81293,C1,pass
essay_3c239a7d38eb4bf1,test,Turkish,9,C1,pass,8.819,0.679506,C1,pass
essay_b61d5eecae554ad8,test,Romanian,4,B1,fail,3.02,0.760061,A2,fail
essay_83667e7039764eaa,test,Greek,5,B1,pass,6.993,0.657542,B2,pass
essay_966ce3a1506a49c8,test,Romanian,9,C1,pass,9.131,0.659872,C1,pass
essay_73563821f99945a8,test,Romanian,1,A2,fail,1.483,0.5,A2,fail
essay_fe96d0aee0a341f8,test,Turkish,7,B2,pass,7.908,0.830317,B2,pass
essay_5940582308784dea,test,German,3,A2,fail,3.273,0.832481,A2,fail
essay_4fd2f2bc7c584e7a,test,Spanish,3,A2,fail,3.288,0.930605,A2,fail
